ssbid_5000m,pop_tot,pop_mal,pop_fem,pop_ave2,geom_wkt
20800006480000,1085,560,525,33.8,"MULTIPOLYGON(((7.834252960982076 58.25965322732833,7.825200297799651 58.30421012254152,7.909859387732354 58.308954569062564,7.918807433160391 58.264389474159934,7.834252960982076 58.25965322732833)))"
20850006480000,5679,2794,2885,42.5,"MULTIPOLYGON(((7.918807433160391 58.264389474159934,7.909859387732354 58.308954569062564,7.99454531835709 58.31364321272811,8.003388634827237 58.269070012423796,7.918807433160391 58.264389474159934)))"
20900006480000,255,131,124,36.8,"MULTIPOLYGON(((8.003388634827237 58.269070012423796,7.99454531835709 58.31364321272811,8.079257783681223 58.31827601725588,8.08799626120861 58.27369480597588,8.003388634827237 58.269070012423796)))"
20950006480000,92,43,49,36.9,"MULTIPOLYGON(((8.08799626120861 58.27369480597588,8.079257783681223 58.31827601725588,8.163996477096466 58.32285294677516,8.172630006919102 58.27826381908232,8.08799626120861 58.27369480597588)))"
21000006480000,1663,864,799,35.1,"MULTIPOLYGON(((8.172630006919102 58.27826381908232,8.163996477096466 58.32285294677516,8.248761091385386 58.327373965827725,8.25728956596838 58.28277701642015,8.172630006919102 58.27826381908232)))"
21050006480000,59,28,31,38.7,"MULTIPOLYGON(((8.25728956596838 58.28277701642015,8.248761091385386 58.327373965827725,8.333551318727983 58.331839039369015,8.341974631767663 58.28723436307862,8.25728956596838 58.28277701642015)))"
21100006480000,52,30,22,36.4,"MULTIPOLYGON(((8.341974631767663 58.28723436307862,8.333551318727983 58.331839039369015,8.418366850708226 58.336248132768894,8.426684897136285 58.29163582455987,8.341974631767663 58.28723436307862)))"
21150006480000,228,112,116,40.2,"MULTIPOLYGON(((8.426684897136285 58.29163582455987,8.418366850708226 58.336248132768894,8.503207378320699 58.340601211812796,8.511420054308264 58.295981366780104,8.426684897136285 58.29163582455987)))"
21200006480000,8444,4324,4120,37.8,"MULTIPOLYGON(((8.511420054308264 58.295981366780104,8.503207378320699 58.340601211812796,8.588072591977252 58.34489824270254,8.5961797949389 58.30027095607037,8.511420054308264 58.295981366780104)))"
21250006480000,2022,1014,1008,45.1,"MULTIPOLYGON(((8.5961797949389 58.30027095607037,8.588072591977252 58.34489824270254,8.672962181513657 58.34913919205745,8.68096381011142 58.30450455917773,8.5961797949389 58.30027095607037)))"
20000006485000,277,139,138,43.9,"MULTIPOLYGON(((6.474552397740261 58.220740975282,6.463810009132374 58.26515241407114,6.548101530990764 58.270794152334624,6.558740948648174 58.22637300131704,6.474552397740261 58.220740975282)))"
20050006485000,125,68,57,48.9,"MULTIPOLYGON(((6.558740948648174 58.22637300131704,6.548101530990764 58.270794152334624,6.632424831334807 58.27638063128368,6.642961147229396 58.23194986012688,6.558740948648174 58.22637300131704)))"
20100006485000,215,114,101,43.2,"MULTIPOLYGON(((6.642961147229396 58.23194986012688,6.632424831334807 58.27638063128368,6.716779613726875 58.28191180803375,6.727212698197476 58.23747150898899,6.642961147229396 58.23194986012688)))"
20150006485000,69,35,34,39.2,"MULTIPOLYGON(((6.727212698197476 58.23747150898899,6.716779613726875 58.28191180803375,6.801165581009605 58.28738764009577,6.811495305551138 58.24293790557498,6.727212698197476 58.23747150898899)))"
20200006485000,646,326,320,42.6,"MULTIPOLYGON(((6.811495305551138 58.24293790557498,6.801165581009605 58.28738764009577,6.88558243531184 58.292808085377395,6.895808672580185 58.24834900795178,6.811495305551138 58.24293790557498)))"
20250006485000,469,249,220,38.8,"MULTIPOLYGON(((6.895808672580185 58.24834900795178,6.88558243531184 58.292808085377395,6.970029878054621 58.29817310218414,6.980152501871451 58.25370477458278,6.895808672580185 58.24834900795178)))"
20300006485000,35,15,20,39.5,"MULTIPOLYGON(((6.980152501871451 58.25370477458278,6.970029878054621 58.29817310218414,7.054507609957224 58.30348264922052,7.064526495314807 58.259005164328926,6.980152501871451 58.25370477458278)))"
20350006485000,12,9,3,38.3,"MULTIPOLYGON(((7.064526495314807 58.259005164328926,7.054507609957224 58.30348264922052,7.139015331043205 58.30873668559122,7.148930354109164 58.26425013644996,7.064526495314807 58.259005164328926)))"
20400006485000,49,25,24,43.7,"MULTIPOLYGON(((7.148930354109164 58.26425013644996,7.139015331043205 58.30873668559122,7.223552740646544 58.31393517080216,7.233363778768565 58.269439650605435,7.148930354109164 58.26425013644996)))"
20450006485000,8,4,4,48.9,"MULTIPOLYGON(((7.233363778768565 58.269439650605435,7.223552740646544 58.31393517080216,7.308119537417738 58.319078064761705,7.317826469128282 58.274573666855886,7.233363778768565 58.269439650605435)))"
20500006485000,579,297,282,41.4,"MULTIPOLYGON(((7.317826469128282 58.274573666855886,7.308119537417738 58.319078064761705,7.392715419330044 58.32416532778166,7.402318124350956 58.27965214566393,7.317826469128282 58.274573666855886)))"
20550006485000,64,36,28,38.9,"MULTIPOLYGON(((7.402318124350956 58.27965214566393,7.392715419330044 58.32416532778166,7.477340083685646 58.32919692057854,7.486838442932787 58.28467504789535,7.402318124350956 58.27965214566393)))"
20600006485000,96,57,39,42.8,"MULTIPOLYGON(((7.486838442932787 58.28467504789535,7.477340083685646 58.32919692057854,7.561993227121956 58.33417280427449,7.571387122709757 58.28964233482016,7.486838442932787 58.28467504789535)))"
20650006485000,179,93,86,38.5,"MULTIPOLYGON(((7.571387122709757 58.28964233482016,7.561993227121956 58.33417280427449,7.64667454561789 58.33909294039842,7.655963860863881 58.294553968113746,7.571387122709757 58.28964233482016)))"
20700006485000,97,47,50,36.7,"MULTIPOLYGON(((7.655963860863881 58.294553968113746,7.64667454561789 58.33909294039842,7.731383734500213 58.343957290887175,7.740568353929509 58.29940990985781,7.655963860863881 58.294553968113746)))"
20750006485000,184,97,87,37.5,"MULTIPOLYGON(((7.740568353929509 58.29940990985781,7.731383734500213 58.343957290887175,7.816120488449907 58.34876581808645,7.825200297799651 58.30421012254152,7.740568353929509 58.29940990985781)))"
20800006485000,165,82,83,37,"MULTIPOLYGON(((7.825200297799651 58.30421012254152,7.816120488449907 58.34876581808645,7.900884501508588 58.353518484751866,7.909859387732354 58.308954569062564,7.825200297799651 58.30421012254152)))"
20850006485000,170,86,84,39.2,"MULTIPOLYGON(((7.909859387732354 58.308954569062564,7.900884501508588 58.353518484751866,7.985675467084941 58.35821525405012,7.99454531835709 58.31364321272811,7.909859387732354 58.308954569062564)))"
20900006485000,348,192,156,38.1,"MULTIPOLYGON(((7.99454531835709 58.31364321272811,7.985675467084941 58.35821525405012,8.070493077961206 58.36285608955995,8.079257783681223 58.31827601725588,7.99454531835709 58.31364321272811)))"
20950006485000,25,12,13,36.5,"MULTIPOLYGON(((8.079257783681223 58.31827601725588,8.070493077961206 58.36285608955995,8.155337026299708 58.36744095527303,8.163996477096466 58.32285294677516,8.079257783681223 58.31827601725588)))"
21000006485000,2091,1054,1037,40.8,"MULTIPOLYGON(((8.163996477096466 58.32285294677516,8.155337026299708 58.36744095527303,8.240207003649394 58.37196981559524,8.248761091385386 58.327373965827725,8.163996477096466 58.32285294677516)))"
21050006485000,179,87,92,38.8,"MULTIPOLYGON(((8.248761091385386 58.327373965827725,8.240207003649394 58.37196981559524,8.325102700952423 58.37644263534741,8.333551318727983 58.331839039369015,8.248761091385386 58.327373965827725)))"
21100006485000,66,37,29,37.6,"MULTIPOLYGON(((8.333551318727983 58.331839039369015,8.325102700952423 58.37644263534741,8.410023808550806 58.38085937976648,8.418366850708226 58.336248132768894,8.333551318727983 58.331839039369015)))"
21150006485000,210,104,106,36.5,"MULTIPOLYGON(((8.418366850708226 58.336248132768894,8.410023808550806 58.38085937976648,8.494970016193053 58.385220014506366,8.503207378320699 58.340601211812796,8.418366850708226 58.336248132768894)))"
21200006485000,3162,1618,1544,37.7,"MULTIPOLYGON(((8.503207378320699 58.340601211812796,8.494970016193053 58.385220014506366,8.579941013040854 58.38952450563902,8.588072591977252 58.34489824270254,8.503207378320699 58.340601211812796)))"
21250006485000,4981,2490,2491,39,"MULTIPOLYGON(((8.588072591977252 58.34489824270254,8.579941013040854 58.38952450563902,8.664936487675838 58.3937728196553,8.672962181513657 58.34913919205745,8.588072591977252 58.34489824270254)))"
21300006485000,3578,1757,1821,41.7,"MULTIPOLYGON(((8.672962181513657 58.34913919205745,8.664936487675838 58.3937728196553,8.749956128106296 58.39796492346597,8.75787583619635 58.3533240269151,8.672962181513657 58.34913919205745)))"
19950006490000,201,98,103,46.1,"MULTIPOLYGON(((6.379550561471623 58.25945545977219,6.368672964570835 58.30385550837769,6.453035546204929 58.309562291073526,6.463810009132374 58.26515241407114,6.379550561471623 58.25945545977219)))"
20000006490000,72,41,31,40.3,"MULTIPOLYGON(((6.463810009132374 58.26515241407114,6.453035546204929 58.309562291073526,6.537430334726758 58.31521376559695,6.548101530990764 58.270794152334624,6.463810009132374 58.26515241407114)))"
20050006490000,47,27,20,43.7,"MULTIPOLYGON(((6.548101530990764 58.270794152334624,6.537430334726758 58.31521376559695,6.621857033272236 58.32080988850478,6.632424831334807 58.27638063128368,6.548101530990764 58.270794152334624)))"
20100006490000,6427,3178,3249,41.5,"MULTIPOLYGON(((6.632424831334807 58.27638063128368,6.621857033272236 58.32080988850478,6.706315344246652 58.326350616749494,6.716779613726875 58.28191180803375,6.632424831334807 58.27638063128368)))"
20150006490000,51,28,23,39.7,"MULTIPOLYGON(((6.716779613726875 58.28191180803375,6.706315344246652 58.326350616749494,6.790804969330605 58.331835907680514,6.801165581009605 58.28738764009577,6.716779613726875 58.28191180803375)))"
20200006490000,18,7,11,33.8,"MULTIPOLYGON(((6.801165581009605 58.28738764009577,6.790804969330605 58.331835907680514,6.875325609485987 58.337265719045426,6.88558243531184 58.292808085377395,6.801165581009605 58.28738764009577)))"
20250006490000,1533,718,815,43.7,"MULTIPOLYGON(((6.88558243531184 58.292808085377395,6.875325609485987 58.337265719045426,6.95987696496202 58.34264000899105,6.970029878054621 58.29817310218414,6.88558243531184 58.292808085377395)))"
20300006490000,1498,764,734,41,"MULTIPOLYGON(((6.970029878054621 58.29817310218414,6.95987696496202 58.34264000899105,7.044458735301321 58.34795873606456,7.054507609957224 58.30348264922052,6.970029878054621 58.29817310218414)))"
20350006490000,26,13,13,36.8,"MULTIPOLYGON(((7.054507609957224 58.30348264922052,7.044458735301321 58.34795873606456,7.129070619345991 58.353221859214834,7.139015331043205 58.30873668559122,7.054507609957224 58.30348264922052)))"
20400006490000,162,75,87,41.1,"MULTIPOLYGON(((7.139015331043205 58.30873668559122,7.129070619345991 58.353221859214834,7.213712315243779 58.35842933779331,7.223552740646544 58.31393517080216,7.139015331043205 58.30873668559122)))"
20450006490000,58,30,28,34.6,"MULTIPOLYGON(((7.223552740646544 58.31393517080216,7.213712315243779 58.35842933779331,7.298383520454256 58.36358113155536,7.308119537417738 58.319078064761705,7.223552740646544 58.31393517080216)))"
20500006490000,108,61,47,38.1,"MULTIPOLYGON(((7.308119537417738 58.319078064761705,7.298383520454256 58.36358113155536,7.383083931755038 58.36867720066129,7.392715419330044 58.32416532778166,7.308119537417738 58.319078064761705)))"
20550006490000,104,51,53,35.3,"MULTIPOLYGON(((7.392715419330044 58.32416532778166,7.383083931755038 58.36867720066129,7.467813245248051 58.373717505677455,7.477340083685646 58.32919692057854,7.392715419330044 58.32416532778166)))"
20600006490000,50,26,24,47.5,"MULTIPOLYGON(((7.477340083685646 58.32919692057854,7.467813245248051 58.373717505677455,7.552571156365833 58.37870200757735,7.561993227121956 58.33417280427449,7.477340083685646 58.32919692057854)))"
20650006490000,59,37,22,37.7,"MULTIPOLYGON(((7.561993227121956 58.33417280427449,7.552571156365833 58.37870200757735,7.637357359877877 58.38363066774272,7.64667454561789 58.33909294039842,7.561993227121956 58.33417280427449)))"
20700006490000,71,40,31,43.8,"MULTIPOLYGON(((7.64667454561789 58.33909294039842,7.637357359877877 58.38363066774272,7.72217154989698 58.38850344796468,7.731383734500213 58.343957290887175,7.64667454561789 58.33909294039842)))"
20750006490000,435,208,227,42,"MULTIPOLYGON(((7.731383734500213 58.343957290887175,7.72217154989698 58.38850344796468,7.807013419885688 58.3933203104447,7.816120488449907 58.34876581808645,7.731383734500213 58.343957290887175)))"
20800006490000,17,11,6,41.1,"MULTIPOLYGON(((7.816120488449907 58.34876581808645,7.807013419885688 58.3933203104447,7.891882662662742 58.398081217795635,7.900884501508588 58.353518484751866,7.816120488449907 58.34876581808645)))"
20850006490000,131,65,66,42,"MULTIPOLYGON(((7.900884501508588 58.353518484751866,7.891882662662742 58.398081217795635,7.97677897040955 58.40278613304297,7.985675467084941 58.35821525405012,7.900884501508588 58.353518484751866)))"
20900006490000,66,35,31,41.3,"MULTIPOLYGON(((7.985675467084941 58.35821525405012,7.97677897040955 58.40278613304297,8.061702034676728 58.4074350196256,8.070493077961206 58.36285608955995,7.985675467084941 58.35821525405012)))"
20950006490000,39,21,18,44,"MULTIPOLYGON(((8.070493077961206 58.36285608955995,8.061702034676728 58.4074350196256,8.146651546390638 58.41202784139707,8.155337026299708 58.36744095527303,8.070493077961206 58.36285608955995)))"
21000006490000,62,33,29,40.2,"MULTIPOLYGON(((8.155337026299708 58.36744095527303,8.146651546390638 58.41202784139707,8.231627195860021 58.41656456262639,8.240207003649394 58.37196981559524,8.155337026299708 58.36744095527303)))"
21050006490000,77,42,35,41.4,"MULTIPOLYGON(((8.240207003649394 58.37196981559524,8.231627195860021 58.41656456262639,8.316628672782592 58.42104514799922,8.325102700952423 58.37644263534741,8.240207003649394 58.37196981559524)))"
21100006490000,19,10,9,42.4,"MULTIPOLYGON(((8.325102700952423 58.37644263534741,8.316628672782592 58.42104514799922,8.401655666251727 58.42546956261883,8.410023808550806 58.38085937976648,8.325102700952423 58.37644263534741)))"
21150006490000,47,20,27,37.5,"MULTIPOLYGON(((8.410023808550806 58.38085937976648,8.401655666251727 58.42546956261883,8.486707864763158 58.42983777200695,8.494970016193053 58.385220014506366,8.410023808550806 58.38085937976648)))"
21200006490000,132,73,59,39.2,"MULTIPOLYGON(((8.494970016193053 58.385220014506366,8.486707864763158 58.42983777200695,8.571784956221725 58.43414974210488,8.579941013040854 58.38952450563902,8.494970016193053 58.385220014506366)))"
21250006490000,1542,801,741,39.2,"MULTIPOLYGON(((8.579941013040854 58.38952450563902,8.571784956221725 58.43414974210488,8.656886627948117 58.438405439274405,8.664936487675838 58.3937728196553,8.579941013040854 58.38952450563902)))"
21300006490000,7185,3564,3621,41,"MULTIPOLYGON(((8.664936487675838 58.3937728196553,8.656886627948117 58.438405439274405,8.74201256668571 58.44260483029879,8.749956128106296 58.39796492346597,8.664936487675838 58.3937728196553)))"
21350006490000,2605,1298,1307,43.9,"MULTIPOLYGON(((8.749956128106296 58.39796492346597,8.74201256668571 58.44260483029879,8.827162458607383 58.446747882383605,8.834999621774006 58.40210078440262,8.749956128106296 58.39796492346597)))"
21400006490000,70,32,38,44.8,"MULTIPOLYGON(((8.834999621774006 58.40210078440262,8.827162458607383 58.446747882383605,8.9123359893224 58.450834563157784,8.920066655561042 58.40618037021858,8.834999621774006 58.40210078440262)))"
19850006495000,170,88,82,46.5,"MULTIPOLYGON(((6.200045605733663 58.29227619421317,6.188929050376707 58.336654669785325,6.27332949038994 58.34248197385671,6.284342885952032 58.29809346134719,6.200045605733663 58.29227619421317)))"
19900006495000,1309,659,650,39.7,"MULTIPOLYGON(((6.284342885952032 58.29809346134719,6.27332949038994 58.34248197385671,6.357762864531033 58.34825396581013,6.368672964570835 58.30385550837769,6.284342885952032 58.29809346134719)))"
20000006495000,2,1,1,0,"MULTIPOLYGON(((6.453035546204929 58.309562291073526,6.442228876266996 58.353970601246566,6.52672722831733 58.35963183616172,6.537430334726758 58.31521376559695,6.453035546204929 58.309562291073526)))"
20050006495000,5,3,2,36,"MULTIPOLYGON(((6.537430334726758 58.31521376559695,6.52672722831733 58.35963183616172,6.611257622659952 58.36523762694721,6.621857033272236 58.32080988850478,6.537430334726758 58.31521376559695)))"
20100006495000,282,155,127,47.6,"MULTIPOLYGON(((6.621857033272236 58.32080988850478,6.611257622659952 58.36523762694721,6.695819760537112 58.37078793039185,6.706315344246652 58.326350616749494,6.621857033272236 58.32080988850478)))"
20150006495000,65,33,32,40,"MULTIPOLYGON(((6.706315344246652 58.326350616749494,6.695819760537112 58.37078793039185,6.78041334246139 58.37628270368268,6.790804969330605 58.331835907680514,6.706315344246652 58.326350616749494)))"
20200006495000,169,94,75,38.6,"MULTIPOLYGON(((6.790804969330605 58.331835907680514,6.78041334246139 58.37628270368268,6.865038068221711 58.38172190440631,6.875325609485987 58.337265719045426,6.790804969330605 58.331835907680514)))"
20250006495000,25,16,9,41.6,"MULTIPOLYGON(((6.875325609485987 58.337265719045426,6.865038068221711 58.38172190440631,6.949693636889407 58.38710549055001,6.95987696496202 58.34264000899105,6.875325609485987 58.337265719045426)))"
20300006495000,710,373,337,38.6,"MULTIPOLYGON(((6.95987696496202 58.34264000899105,6.949693636889407 58.38710549055001,7.034379746824325 58.39243342050288,7.044458735301321 58.34795873606456,6.95987696496202 58.34264000899105)))"
20350006495000,72,41,31,34.3,"MULTIPOLYGON(((7.044458735301321 58.34795873606456,7.034379746824325 58.39243342050288,7.119096095680962 58.39770565305706,7.129070619345991 58.353221859214834,7.044458735301321 58.34795873606456)))"
20400006495000,43,28,15,42.1,"MULTIPOLYGON(((7.129070619345991 58.353221859214834,7.119096095680962 58.39770565305706,7.203842380414668 58.40292214740881,7.213712315243779 58.35842933779331,7.129070619345991 58.353221859214834)))"
20450006495000,393,209,184,39.7,"MULTIPOLYGON(((7.213712315243779 58.35842933779331,7.203842380414668 58.40292214740881,7.288618297287846 58.408082863159635,7.298383520454256 58.36358113155536,7.213712315243779 58.35842933779331)))"
